"Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage","accession","Code1","Annotation","Code2","Species","BiologicalProcess","GOTerms","Pathway","ProteinCode"
"CHOYP_1433Z.1.1|m.17045","Eelgrass-Bare",0.506301247638788,0.566463409520536,0.893793383878634,16,0.384679898112678,0.942060864972504,NA,0,0,"sp|Q2F637|1433Z_BOMMO","1433Z_BOMMO","14-3-3 protein zeta","14-3-3zeta","Bombyx mori (Silk moth)","0","GO:0005737","0","PF00244;"
"CHOYP_LOC660183.1.1|m.8143","Eelgrass-Bare",-1.31811276767899,0.999190103566402,-1.31918116780206,16,0.205676886381608,0.86344556610781,NA,0.025,0.025,"sp|Q62902|LMAN1_RAT","LMAN1_RAT","Protein ERGIC-53 (ER-Golgi intermediate compartment 53 kDa protein) (Lectin mannose-binding 1) (p58)","Lman1 Ergic53","Rattus norvegicus (Rat)","ER to Golgi vesicle-mediated transport [GO:0006888]; protein transport [GO:0015031]","GO:0000139; GO:0005509; GO:0005537; GO:0005783; GO:0005789; GO:0005793; GO:0005794; GO:0006888; GO:0015031; GO:0016021; GO:0033116; GO:0042802; GO:0043231","0","PF03388;"
"CHOYP_LOC660225.1.1|m.35196","Eelgrass-Bare",0.2786275888295,0.486770455287967,0.57240037024159,16,0.575006372385031,0.979591620635068,NA,0,0,"sp|C3YWU0|FUCO_BRAFL","FUCO_BRAFL","Alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase)","BRAFLDRAFT_56888","Branchiostoma floridae (Florida lancelet) (Amphioxus)","fucose metabolic process [GO:0006004]","GO:0004560; GO:0005576; GO:0006004","0","PF01120;PF16757;"
"CHOYP_LOC660338.1.1|m.33595","Eelgrass-Bare",0.114352170915174,0.468017822905592,0.244332940581712,16,0.810078612270111,0.994769849747695,NA,0,0,"sp|Q91W90|TXND5_MOUSE","TXND5_MOUSE","Thioredoxin domain-containing protein 5 (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Plasma cell-specific thioredoxin-related protein) (PC-TRP) (Thioredoxin-like protein p46)","Txndc5 Tlp46","Mus musculus (Mouse)","apoptotic cell clearance [GO:0043277]; cell redox homeostasis [GO:0045454]; protein folding [GO:0006457]; response to endoplasmic reticulum stress [GO:0034976]","GO:0003756; GO:0005788; GO:0006457; GO:0034976; GO:0043277; GO:0045454; GO:0070062","0","PF00085;"
"CHOYP_LOC660381.1.1|m.6379","Eelgrass-Bare",-0.811430730536512,0.846283150349695,-0.958817069914743,16,0.351916645266736,0.932256199935927,NA,0.05,0.05,"sp|Q9VRP9|BRE1_DROME","BRE1_DROME","E3 ubiquitin-protein ligase Bre1 (EC 6.3.2.-) (dBre1)","Bre1 CG10542","Drosophila melanogaster (Fruit fly)","histone modification [GO:0016570]; histone ubiquitination [GO:0016574]; Notch signaling pathway [GO:0007219]; phagocytosis [GO:0006909]; protein monoubiquitination [GO:0006513]; sleep [GO:0030431]","GO:0004842; GO:0005634; GO:0006513; GO:0006909; GO:0007219; GO:0008270; GO:0016570; GO:0016574; GO:0016874; GO:0030431","PATHWAY: Protein modification; protein ubiquitination.","PF00097;"
"CHOYP_LOC660776.1.1|m.53402","Eelgrass-Bare",0.0919084699338782,1.03467889939842,0.0888280122338588,16,0.930320960219484,0.994769849747695,NA,0,0,"sp|P79110|TXTP_BOVIN","TXTP_BOVIN","Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)","SLC25A1 SLC20A3","Bos taurus (Bovine)","translation [GO:0006412]; transmembrane transport [GO:0055085]","GO:0003735; GO:0005743; GO:0006412; GO:0016021; GO:0055085","0","PF00153;"
"CHOYP_LOC661043.1.1|m.11553","Eelgrass-Bare",-0.0664985660810658,0.473806907647393,-0.140349507378972,16,0.890135528699358,0.994769849747695,NA,0,0,"sp|P14543|NID1_HUMAN","NID1_HUMAN","Nidogen-1 (NID-1) (Entactin)","NID1 NID","Homo sapiens (Human)","basement membrane organization [GO:0071711]; cell-matrix adhesion [GO:0007160]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; glomerular basement membrane development [GO:0032836]; positive regulation of cell-substrate adhesion [GO:0010811]","GO:0005509; GO:0005518; GO:0005576; GO:0005604; GO:0005605; GO:0007160; GO:0010811; GO:0022617; GO:0030198; GO:0031012; GO:0032836; GO:0043236; GO:0043394; GO:0070062; GO:0071711; GO:0071944","0","PF12662;PF12947;PF07645;PF07474;PF00058;PF06119;PF00086;"
"CHOYP_LOC661226.1.1|m.62936","Eelgrass-Bare",-0.434026435526408,0.360157627951976,-1.2051013274229,16,0.24568626517469,0.872936622060819,NA,0,0,"sp|Q16658|FSCN1_HUMAN","FSCN1_HUMAN","Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)","FSCN1 FAN1 HSN SNL","Homo sapiens (Human)","actin cytoskeleton organization [GO:0030036]; actin filament bundle assembly [GO:0051017]; anatomical structure morphogenesis [GO:0009653]; cell-cell junction assembly [GO:0007043]; cell migration [GO:0016477]; cell motility [GO:0048870]; cell proliferation [GO:0008283]; establishment of apical/basal cell polarity [GO:0035089]; microspike assembly [GO:0030035]; positive regulation of extracellular matrix disassembly [GO:0090091]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of lamellipodium assembly [GO:0010592]; positive regulation of podosome assembly [GO:0071803]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of microvillus assembly [GO:0032534]","GO:0001725; GO:0001726; GO:0002102; GO:0003779; GO:0005737; GO:0005829; GO:0005856; GO:0005902; GO:0005911; GO:0005913; GO:0007043; GO:0008144; GO:0008283; GO:0009653; GO:0010592; GO:0015629; GO:0016477; GO:0030027; GO:0030035; GO:0030036; GO:0030175; GO:0030426; GO:0031253; GO:0031941; GO:0032534; GO:0032956; GO:0035089; GO:0043209; GO:0044393; GO:0044822; GO:0048870; GO:0051015; GO:0051017; GO:0051491; GO:0070062; GO:0071437; GO:0071803; GO:0090091; GO:0098641","0","PF06268;"
"CHOYP_LOC661306.1.3|m.11419","Eelgrass-Bare",-0.766074427561297,1.42874934426018,-0.536185322246275,15,0.599692427634573,0.979591620635068,NA,0.05,0,"sp|Q9VX32|RG190_DROME","RG190_DROME","Rho GTPase-activating protein 190 (Rho GTPase-activating protein of 190 kDa)","RhoGAPp190 CG32555","Drosophila melanogaster (Fruit fly)","defasciculation of motor neuron axon [GO:0007415]; mushroom body development [GO:0016319]; negative regulation of cell size [GO:0045792]; regulation of axonogenesis [GO:0050770]; Rho protein signal transduction [GO:0007266]","GO:0005096; GO:0005525; GO:0005622; GO:0007266; GO:0007415; GO:0016319; GO:0030215; GO:0045792; GO:0050770","0","PF00071;PF00620;PF16512;"
"CHOYP_LOC661829.1.1|m.64858","Eelgrass-Bare",0.571421292455764,0.61661458088005,0.926707395793683,16,0.367846964551597,0.934020811517558,NA,0,0,"sp|C0H906|NCBP1_SALSA","NCBP1_SALSA","Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)","ncbp1 cbp80","Salmo salar (Atlantic salmon)","7-methylguanosine mRNA capping [GO:0006370]; gene silencing by RNA [GO:0031047]; mRNA cis splicing, via spliceosome [GO:0045292]; mRNA export from nucleus [GO:0006406]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; regulation of translation [GO:0006417]","GO:0000184; GO:0000339; GO:0005634; GO:0005737; GO:0005846; GO:0006370; GO:0006406; GO:0006417; GO:0031047; GO:0045292","0","PF02854;PF09088;PF09090;"
"CHOYP_LOC662585.2.2|m.7262","Eelgrass-Bare",-0.695089211537277,0.971999962668404,-0.715112385013954,16,0.484844534577417,0.967872444534173,NA,0,0,"sp|Q91ZU6|DYST_MOUSE","DYST_MOUSE","Dystonin (Bullous pemphigoid antigen 1) (BPA) (Dystonia musculorum protein) (Hemidesmosomal plaque protein) (Microtubule actin cross-linking factor 2)","Dst Bpag1 Macf2","Mus musculus (Mouse)","axonogenesis [GO:0007409]; cell adhesion [GO:0007155]; intermediate filament cytoskeleton organization [GO:0045104]; intracellular transport [GO:0046907]; retrograde axonal transport [GO:0008090]","GO:0001725; GO:0005509; GO:0005634; GO:0005635; GO:0005737; GO:0005789; GO:0005882; GO:0005925; GO:0005938; GO:0007155; GO:0007409; GO:0008090; GO:0009898; GO:0014069; GO:0014704; GO:0015629; GO:0015630; GO:0016020; GO:0016021; GO:0016023; GO:0030018; GO:0030056; GO:0031673; GO:0035371; GO:0042383; GO:0042803; GO:0045104; GO:0046907; GO:0048471; GO:0051010; GO:0097038; GO:1904115","0","PF00307;PF13499;PF02187;PF00681;PF00435;"
"CHOYP_LOC663138.1.1|m.7661","Eelgrass-Bare",-0.842228682650976,1.01561386525497,-0.82928041006956,14,0.420860791348123,0.942060864972504,NA,0.1,0,"sp|Q9Y2H2|SAC2_HUMAN","SAC2_HUMAN","Phosphatidylinositide phosphatase SAC2 (EC 3.1.3.25) (Inositol polyphosphate 5-phosphatase F) (Sac domain-containing inositol phosphatase 2) (Sac domain-containing phosphoinositide 4-phosphatase 2) (hSAC2)","INPP5F KIAA0966 SAC2 MSTP007 MSTP047","Homo sapiens (Human)","cardiac muscle hypertrophy in response to stress [GO:0014898]; clathrin-mediated endocytosis [GO:0072583]; negative regulation of axon regeneration [GO:0048681]; negative regulation of tyrosine phosphorylation of Stat3 protein [GO:0042518]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol catabolic process [GO:0031161]; phosphatidylinositol dephosphorylation [GO:0046856]; phosphatidylinositol-mediated signaling [GO:0048015]; positive regulation of receptor recycling [GO:0001921]; regulation of cell motility [GO:2000145]; regulation of endocytic recycling [GO:2001135]; regulation of protein kinase B signaling [GO:0051896]","GO:0001921; GO:0005769; GO:0005905; GO:0006661; GO:0008934; GO:0014898; GO:0031161; GO:0031901; GO:0034595; GO:0034596; GO:0042518; GO:0042803; GO:0045334; GO:0046856; GO:0048015; GO:0048681; GO:0051896; GO:0052832; GO:0052833; GO:0055037; GO:0072583; GO:2000145; GO:2001135","0","PF12456;PF02383;"
"CHOYP_LOC663155.1.1|m.62768","Eelgrass-Bare",0.258951314586159,0.655193282872734,0.395228891008729,16,0.69789339589749,0.98810540699643,NA,0,0,"sp|Q2L969|MTX2_PIG","MTX2_PIG","Metaxin-2 (Mitochondrial outer membrane import complex protein 2)","MTX2","Sus scrofa (Pig)","protein targeting to mitochondrion [GO:0006626]","GO:0005741; GO:0006626","0","PF17171;PF10568;"
"CHOYP_LOC663424.1.2|m.49957","Eelgrass-Bare",1.03628750545317,0.885527488366832,1.170248828034,16,0.259037244016214,0.877354455300565,NA,0,0,"sp|D3ZSI8|PI51A_RAT","PI51A_RAT","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)","Pip5k1a","Rattus norvegicus (Rat)","actin cytoskeleton reorganization [GO:0031532]; activation of GTPase activity [GO:0090630]; cell chemotaxis [GO:0060326]; fibroblast migration [GO:0010761]; focal adhesion assembly [GO:0048041]; phospholipid biosynthetic process [GO:0008654]; protein targeting to plasma membrane [GO:0072661]; ruffle assembly [GO:0097178]","GO:0005524; GO:0005737; GO:0005847; GO:0005925; GO:0008654; GO:0010761; GO:0016308; GO:0016607; GO:0030027; GO:0031532; GO:0032587; GO:0048041; GO:0060326; GO:0072661; GO:0090630; GO:0097178","0","PF01504;"
"CHOYP_LOC663518.1.1|m.11968","Eelgrass-Bare",-0.0737173934704288,0.325299258187752,-0.226614084154725,16,0.823593671071861,0.994769849747695,NA,0,0,"sp|Q8NDT2|RB15B_HUMAN","RB15B_HUMAN","Putative RNA-binding protein 15B (One-twenty two protein 3) (HuOTT3) (RNA-binding motif protein 15B)","RBM15B OTT3","Homo sapiens (Human)","mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; regulation of transcription, DNA-templated [GO:0006355]; RNA splicing [GO:0008380]; transcription, DNA-templated [GO:0006351]; viral process [GO:0016032]","GO:0000166; GO:0000381; GO:0003676; GO:0003723; GO:0005654; GO:0006351; GO:0006355; GO:0006397; GO:0008380; GO:0016032; GO:0044822","0","PF00076;PF07744;"
"CHOYP_LOC720058.1.1|m.11127","Eelgrass-Bare",0.935597674631297,0.610584569373265,1.53229826228927,15,0.146265797104938,0.854358147564395,NA,0.05,0,"sp|A0JNB1|ZN227_BOVIN","ZN227_BOVIN","Zinc finger protein 227","ZNF227","Bos taurus (Bovine)","regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0003700; GO:0005634; GO:0006351; GO:0006355; GO:0046872","0","PF01352;PF00096;PF13912;"
"CHOYP_LOC724172.1.1|m.24081","Eelgrass-Bare",0.106929098298211,1.28294023098583,0.0833469055811316,14,0.934755718868111,0.994806102585215,NA,0.1,0,"sp|Q9W4E2|NBEA_DROME","NBEA_DROME","Neurobeachin (A-kinase anchor protein 550) (AKAP 550) (Protein rugose) (dAKAP550)","rg Akap550 CG44835","Drosophila melanogaster (Fruit fly)","compound eye cone cell differentiation [GO:0042675]; eye photoreceptor cell development [GO:0042462]; mushroom body development [GO:0016319]; neuromuscular junction development [GO:0007528]; olfactory learning [GO:0008355]; short-term memory [GO:0007614]","GO:0005737; GO:0007528; GO:0007614; GO:0008355; GO:0016021; GO:0016319; GO:0042462; GO:0042675; GO:0043025; GO:0043204; GO:0051018","0","PF02138;PF06469;PF15787;PF14844;PF00400;"
"CHOYP_LOC724467.1.1|m.38548","Eelgrass-Bare",-0.0126974718023405,1.06144763620592,-0.0119624099854109,16,0.990603496381512,0.99983025867803,NA,0,0,"sp|Q5R788|ISCA2_PONAB","ISCA2_PONAB","Iron-sulfur cluster assembly 2 homolog, mitochondrial (HESB-like domain-containing protein 1)","ISCA2 HBLD1","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","iron-sulfur cluster assembly [GO:0016226]","GO:0005198; GO:0005739; GO:0016226; GO:0046872; GO:0051536","0","PF01521;"
"CHOYP_LOC726145.1.1|m.27163","Eelgrass-Bare",0.197487346736295,0.575781644351309,0.342990000938271,16,0.736070975091162,0.989127694396507,NA,0,0,"sp|P52486|UBCD4_DROME","UBCD4_DROME","Ubiquitin-conjugating enzyme E2-22 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 4) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)","Ubc4 UbcD4 CG8284","Drosophila melanogaster (Fruit fly)","proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; regulation of cell cycle [GO:0051726]","GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0005737; GO:0031625; GO:0043161; GO:0051726; GO:0061630; GO:0070628","PATHWAY: Protein modification; protein ubiquitination. {ECO:0000255|PROSITE-ProRule:PRU00388}.","PF00627;PF00179;"
"CHOYP_LOC732900.1.1|m.62814","Eelgrass-Bare",0.250824734228178,0.317864626263262,0.789092945562429,16,0.441594505211413,0.954104759475036,NA,0.00714285714285712,0.00714285714285714,"sp|Q641Y2|NDUS2_RAT","NDUS2_RAT","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)","Ndufs2","Rattus norvegicus (Rat)","response to oxidative stress [GO:0006979]","GO:0005654; GO:0005747; GO:0006979; GO:0008137; GO:0046872; GO:0048038; GO:0051287; GO:0051539","0","PF00346;"
"CHOYP_LOC752244.2.2|m.45622","Eelgrass-Bare",0.0116517194539537,1.50024260952732,0.00776655680885157,16,0.99389926034792,0.99983025867803,NA,0,0,"sp|Q9UDY4|DNJB4_HUMAN","DNJB4_HUMAN","DnaJ homolog subfamily B member 4 (Heat shock 40 kDa protein 1 homolog) (HSP40 homolog) (Heat shock protein 40 homolog) (Human liver DnaJ-like protein)","DNAJB4 DNAJW HLJ1","Homo sapiens (Human)","protein folding [GO:0006457]; response to heat [GO:0009408]; response to unfolded protein [GO:0006986]","GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006457; GO:0006986; GO:0009408; GO:0051082; GO:0051087; GO:0070062","0","PF00226;PF01556;"
"CHOYP_LOC752782.1.1|m.53938","Eelgrass-Bare",0.32045769918588,0.617464929696318,0.518989312224563,16,0.610872294960517,0.979591620635068,NA,0,0,"sp|Q93129|ACTC_BRABE","ACTC_BRABE","Actin, cytoplasmic (BbCA1) [Cleaved into: Actin, cytoplasmic, N-terminally processed]","0","Branchiostoma belcheri (Amphioxus)","0","GO:0005524; GO:0005737; GO:0005856","0","PF00022;"
"CHOYP_LOC753939.1.1|m.44379","Eelgrass-Bare",-0.442526342603515,0.402682823415865,-1.09894516694223,16,0.288053719104886,0.890993706905979,NA,0,0,"sp|Q9H845|ACAD9_HUMAN","ACAD9_HUMAN","Acyl-CoA dehydrogenase family member 9, mitochondrial (ACAD-9) (EC 1.3.99.-)","ACAD9","Homo sapiens (Human)","fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; lipid homeostasis [GO:0055088]; mitochondrial respiratory chain complex I assembly [GO:0032981]","GO:0000062; GO:0003995; GO:0005634; GO:0005739; GO:0005743; GO:0009055; GO:0030425; GO:0032981; GO:0033539; GO:0050660; GO:0052890; GO:0055088","0","PF00441;PF02770;PF02771;"
"CHOYP_LOC754047.1.3|m.38988","Eelgrass-Bare",-0.666961599808337,0.574183826120164,-1.1615820046954,16,0.26244134774589,0.882044985488333,NA,0,0,"sp|O75179|ANR17_HUMAN","ANR17_HUMAN","Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)","ANKRD17 GTAR KIAA0697","Homo sapiens (Human)","blood vessel maturation [GO:0001955]; defense response to bacterium [GO:0042742]; innate immune response [GO:0045087]; negative regulation of smooth muscle cell differentiation [GO:0051151]; positive regulation of cell cycle [GO:0045787]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of MDA-5 signaling pathway [GO:1900245]; positive regulation of RIG-I signaling pathway [GO:1900246]; regulation of DNA replication [GO:0006275]; viral process [GO:0016032]","GO:0000785; GO:0001955; GO:0003682; GO:0005634; GO:0005737; GO:0006275; GO:0016020; GO:0016032; GO:0042742; GO:0043123; GO:0044822; GO:0045087; GO:0045787; GO:0051151; GO:1900087; GO:1900245; GO:1900246","0","PF12796;PF00013;"
"CHOYP_LOC754047.3.3|m.58660","Eelgrass-Bare",0.614747592692523,0.743215175449627,0.827146179194492,16,0.420319757171097,0.942060864972504,NA,0,0,"sp|O75179|ANR17_HUMAN","ANR17_HUMAN","Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)","ANKRD17 GTAR KIAA0697","Homo sapiens (Human)","blood vessel maturation [GO:0001955]; defense response to bacterium [GO:0042742]; innate immune response [GO:0045087]; negative regulation of smooth muscle cell differentiation [GO:0051151]; positive regulation of cell cycle [GO:0045787]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of MDA-5 signaling pathway [GO:1900245]; positive regulation of RIG-I signaling pathway [GO:1900246]; regulation of DNA replication [GO:0006275]; viral process [GO:0016032]","GO:0000785; GO:0001955; GO:0003682; GO:0005634; GO:0005737; GO:0006275; GO:0016020; GO:0016032; GO:0042742; GO:0043123; GO:0044822; GO:0045087; GO:0045787; GO:0051151; GO:1900087; GO:1900245; GO:1900246","0","PF12796;PF00013;"
"CHOYP_LOC754355.1.1|m.66745","Eelgrass-Bare",0.572767190113797,0.512543983385798,1.11749861217797,16,0.280280954868211,0.890993706905979,NA,0,0,"sp|A8SMG2|TEX43_BOVIN","TEX43_BOVIN","Testis-expressed sequence 43 protein","TEX43","Bos taurus (Bovine)","0","0","0","PF14983;"
"CHOYP_LOC754396.1.1|m.39126","Eelgrass-Bare",1.60409666264945,0.754103823533493,2.12715625168582,16,0.0493097936161839,0.786895644121482,NA,0,0,"sp|Q6INX4|ENOF1_XENLA","ENOF1_XENLA","Mitochondrial enolase superfamily member 1 (L-fuconate dehydratase) (EC 4.2.1.68)","enosf1","Xenopus laevis (African clawed frog)","cellular carbohydrate catabolic process [GO:0044275]","GO:0000287; GO:0005739; GO:0016853; GO:0044275; GO:0050023","0","PF13378;PF02746;"
"CHOYP_LOC754557.2.2|m.22904","Eelgrass-Bare",-0.894274256902651,0.674418131893562,-1.32599379318554,16,0.203461414794073,0.86344556610781,NA,0,0,"sp|Q6TLF6|RGN_DANRE","RGN_DANRE","Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17)","rgn zgc:92078","Danio rerio (Zebrafish) (Brachydanio rerio)","cellular calcium ion homeostasis [GO:0006874]; L-ascorbic acid biosynthetic process [GO:0019853]; positive regulation of ATPase activity [GO:0032781]; regulation of calcium-mediated signaling [GO:0050848]","GO:0004341; GO:0005509; GO:0005634; GO:0005737; GO:0006874; GO:0008270; GO:0019853; GO:0030234; GO:0032781; GO:0050848","PATHWAY: Cofactor biosynthesis; L-ascorbate biosynthesis via UDP-alpha-D-glucuronate pathway; L-ascorbate from UDP-alpha-D-glucuronate: step 3/4.","PF08450;"
"CHOYP_LOC756594.1.1|m.2979","Eelgrass-Bare",-0.729099169131871,0.481327896030149,-1.51476607764741,16,0.149335972235214,0.854358147564395,NA,0,0,"sp|B1A8Z2|CIB1_SHEEP","CIB1_SHEEP","Calcium and integrin-binding protein 1 (Calmyrin)","CIB1","Ovis aries (Sheep)","angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell adhesion [GO:0007155]; cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]; integrin-mediated signaling pathway [GO:0007229]; spermatogenesis [GO:0007283]","GO:0001525; GO:0005509; GO:0005634; GO:0005815; GO:0006915; GO:0007049; GO:0007155; GO:0007229; GO:0007283; GO:0016324; GO:0030027; GO:0030154; GO:0030426; GO:0032433; GO:0032587; GO:0042383; GO:0048471; GO:0051301","0","PF13499;"
"CHOYP_LOC756760.1.1|m.1259","Eelgrass-Bare",-0.15314150170592,0.280771828172955,-0.545430439736231,16,0.592980623406202,0.979591620635068,NA,0.03,0.03,"sp|Q9BW91|NUDT9_HUMAN","NUDT9_HUMAN","ADP-ribose pyrophosphatase, mitochondrial (EC 3.6.1.13) (ADP-ribose diphosphatase) (ADP-ribose phosphohydrolase) (Adenosine diphosphoribose pyrophosphatase) (ADPR-PPase) (Nucleoside diphosphate-linked moiety X motif 9) (Nudix motif 9)","NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771","Homo sapiens (Human)","ADP catabolic process [GO:0046032]; IDP catabolic process [GO:0046709]; nucleobase-containing small molecule catabolic process [GO:0034656]","GO:0005622; GO:0005759; GO:0019144; GO:0034656; GO:0043262; GO:0046032; GO:0046709; GO:0047631; GO:0070062","0","PF00293;"
"CHOYP_LOC757096.1.1|m.9762","Eelgrass-Bare",-0.178889529944431,0.343572645137886,-0.520674542854358,16,0.609724161260055,0.979591620635068,NA,0.01,0.01,"sp|Q5THR3|EFCB6_HUMAN","EFCB6_HUMAN","EF-hand calcium-binding domain-containing protein 6 (CAP-binding protein complex-interacting protein 1) (DJ-1-binding protein) (DJBP)","EFCAB6 DJBP KIAA1672","Homo sapiens (Human)","regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0005509; GO:0005634; GO:0006351; GO:0006355","0","PF08976;PF13833;"
"CHOYP_LOC762549.2.2|m.56646","Eelgrass-Bare",-0.373726406855094,1.12268879021844,-0.332885132648719,15,0.743828041833741,0.991717991789886,NA,0.05,0,"sp|P21548|GBRG2_CHICK","GBRG2_CHICK","Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2)","GABRG2","Gallus gallus (Chicken)","adult behavior [GO:0030534]; cellular response to histamine [GO:0071420]; chemical synaptic transmission [GO:0007268]; chloride transmembrane transport [GO:1902476]; gamma-aminobutyric acid signaling pathway [GO:0007214]; post-embryonic development [GO:0009791]","GO:0004890; GO:0005230; GO:0005254; GO:0005887; GO:0007214; GO:0007268; GO:0009791; GO:0030054; GO:0030424; GO:0030534; GO:0034707; GO:0045211; GO:0071420; GO:1902476; GO:1902711","0","PF02931;PF02932;"
"CHOYP_LOC762871.1.1|m.37896","Eelgrass-Bare",-0.027411151392181,0.427758427443356,-0.0640809149126834,16,0.949699578744902,0.996533609636739,NA,0,0,"sp|Q5R8Z8|RAB14_PONAB","RAB14_PONAB","Ras-related protein Rab-14","RAB14","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","defense response to bacterium [GO:0042742]; embryo development [GO:0009790]; endocytic recycling [GO:0032456]; fibroblast growth factor receptor signaling pathway [GO:0008543]; Golgi to endosome transport [GO:0006895]; phagosome maturation [GO:0090382]; protein transport [GO:0015031]; regulation of protein localization [GO:0032880]; small GTPase mediated signal transduction [GO:0007264]","GO:0000139; GO:0003924; GO:0005525; GO:0005802; GO:0005829; GO:0006895; GO:0007264; GO:0008543; GO:0009790; GO:0015031; GO:0019003; GO:0031901; GO:0032456; GO:0032880; GO:0042742; GO:0045335; GO:0055037; GO:0090382","0","PF00071;"
"CHOYP_LOC763463.1.1|m.1366","Eelgrass-Bare",-0.350877027384153,0.430821504008197,-0.814437125630287,16,0.427350793727741,0.942060864972504,NA,0,0,"sp|Q6GLT8|FAHD2_XENLA","FAHD2_XENLA","Fumarylacetoacetate hydrolase domain-containing protein 2 (EC 3.-.-.-)","fahd2 fahd2a","Xenopus laevis (African clawed frog)","metabolic process [GO:0008152]","GO:0008152; GO:0016787; GO:0046872","0","PF01557;"
"CHOYP_LOC764565.1.1|m.3966","Eelgrass-Bare",-1.71006913133564,0.608288094224133,-2.81128160747059,16,0.0125458635329039,0.786895644121482,NA,0,0,"sp|Q9GKX2|DHRS4_RABIT","DHRS4_RABIT","Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NDRD) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (rabNRDR) (Fragment)","DHRS4","Oryctolagus cuniculus (Rabbit)","0","GO:0004090; GO:0005739; GO:0005777","0","0"
"CHOYP_LOC764898.1.1|m.28118","Eelgrass-Bare",0.0993131083459642,0.614143516448613,0.161709935358854,16,0.873558713776416,0.994769849747695,NA,0,0,"sp|Q9Y547|IFT25_HUMAN","IFT25_HUMAN","Intraflagellar transport protein 25 homolog (Heat shock protein beta-11) (Hspb11) (Placental protein 25) (PP25)","HSPB11 C1orf41 IFT25 HSPC034","Homo sapiens (Human)","heart development [GO:0007507]; intraciliary transport [GO:0042073]; left/right axis specification [GO:0070986]; lung development [GO:0030324]; skeletal system development [GO:0001501]; smoothened signaling pathway [GO:0007224]","GO:0001501; GO:0005813; GO:0007224; GO:0007507; GO:0030324; GO:0030992; GO:0042073; GO:0046872; GO:0070062; GO:0070986; GO:0072372; GO:0097542","0","PF00754;"
